,Request Id,request_execution_time_normalized,cdf
0,1,0.010457708884746382,0.0078125
2,2,0.010457708884746382,0.015625
3,3,0.010457708884746382,0.0234375
5,5,0.010457708884746382,0.03125
17,17,0.010457708884746382,0.0390625
18,18,0.010457708884746382,0.046875
19,19,0.010457708884746382,0.0546875
20,20,0.010457708884746382,0.0625
21,21,0.010457708884746382,0.0703125
22,22,0.010457708884746382,0.078125
23,23,0.010457708884746382,0.0859375
25,25,0.010457708884746382,0.09375
26,26,0.010457708884746382,0.1015625
27,27,0.010457708884746382,0.109375
29,29,0.010457708884746382,0.1171875
30,30,0.010457708884746382,0.125
31,31,0.010457708884746382,0.1328125
32,32,0.010457708884746382,0.140625
33,33,0.010457708884746382,0.1484375
34,34,0.010457708884746382,0.15625
35,35,0.010457708884746382,0.1640625
36,36,0.010457708884746382,0.171875
37,37,0.010457708884746382,0.1796875
53,53,0.010457708884746382,0.1875
56,56,0.010457708884746382,0.1953125
57,57,0.010457708884746382,0.203125
60,60,0.010457708884746382,0.2109375
61,61,0.010457708884746382,0.21875
62,62,0.010457708884746382,0.2265625
63,63,0.010457708884746382,0.234375
66,67,0.010457708884746382,0.2421875
71,71,0.010457708884746382,0.25
72,72,0.010457708884746382,0.2578125
73,73,0.010457708884746382,0.265625
74,74,0.010457708884746382,0.2734375
75,75,0.010457708884746382,0.28125
79,79,0.010457708884746382,0.2890625
83,83,0.010457708884746382,0.296875
84,84,0.010457708884746382,0.3046875
85,85,0.010457708884746382,0.3125
87,88,0.010457708884746382,0.3203125
88,89,0.010457708884746382,0.328125
92,92,0.010457708884746382,0.3359375
93,93,0.010457708884746382,0.34375
94,94,0.010457708884746382,0.3515625
96,96,0.010457708884746382,0.359375
97,97,0.010457708884746382,0.3671875
98,98,0.010457708884746382,0.375
99,99,0.010457708884746382,0.3828125
100,100,0.010457708884746382,0.390625
101,101,0.010457708884746382,0.3984375
105,105,0.010457708884746382,0.40625
109,109,0.010457708884746382,0.4140625
110,110,0.010457708884746382,0.421875
111,111,0.010457708884746382,0.4296875
112,112,0.010457708884746382,0.4375
113,113,0.010457708884746382,0.4453125
114,114,0.010457708884746382,0.453125
116,116,0.010457708884746382,0.4609375
117,117,0.010457708884746382,0.46875
118,118,0.010457708884746382,0.4765625
120,120,0.010457708884746382,0.484375
123,123,0.010457708884746382,0.4921875
124,124,0.010457708884746382,0.5
127,127,0.010457708884746382,0.5078125
125,125,0.010488443394082713,0.515625
58,58,0.010504026310749379,0.5234375
95,95,0.010534182310749377,0.53125
28,28,0.010549260310749375,0.5390625
119,119,0.010553029810749376,0.546875
108,108,0.01061094589408271,0.5546875
82,82,0.01062139839408271,0.5625
106,106,0.010644062894082708,0.5703125
68,68,0.010663208394082704,0.578125
16,16,0.010666692560749369,0.5859375
59,59,0.01066845206074937,0.59375
121,121,0.010688682252947583,0.6015625
50,50,0.010692841227416032,0.609375
54,54,0.01070197071128091,0.6171875
80,80,0.010710262060749362,0.625
107,107,0.010711986727416028,0.6328125
15,15,0.01072708831074936,0.640625
51,51,0.010734131033742685,0.6484375
24,24,0.010735888711280898,0.65625
115,115,0.010738715211280897,0.6640625
4,4,0.010742046977416026,0.671875
38,38,0.010764153711280887,0.6796875
14,14,0.010770747727416029,0.6875
104,104,0.010782607294614213,0.6953125
78,78,0.01079167929461421,0.703125
81,81,0.010811048727416032,0.7109375
102,102,0.01081135271128087,0.71875
49,49,0.010811374617076024,0.7265625
64,64,0.010827967294614198,0.734375
55,55,0.010832520711280864,0.7421875
76,76,0.010868808711280853,0.75
103,103,0.010870303294614185,0.7578125
1,0,0.010897690044614185,0.765625
52,52,0.010938302977416062,0.7734375
77,77,0.01096117046128087,0.78125
13,13,0.01097874814408273,0.7890625
126,126,0.01098808164408273,0.796875
7,7,0.01102088271128089,0.8046875
69,69,0.011043788727416065,0.8125
90,90,0.0110468270607494,0.8203125
70,70,0.011051578810749401,0.828125
89,87,0.01110872454461425,0.8359375
9,9,0.011125112044614253,0.84375
122,122,0.011134944544614256,0.8515625
39,39,0.011176325094142039,0.859375
8,8,0.01118597021128093,0.8671875
65,65,0.011194045127947597,0.875
86,86,0.011197352794614262,0.8828125
67,66,0.011202508544614262,0.890625
6,6,0.011215739211280927,0.8984375
91,91,0.011230066137283915,0.90625
11,11,0.011300503803950522,0.9140625
42,42,0.01139606022061726,0.921875
12,12,0.011409669553950548,0.9296875
41,41,0.011436789579482133,0.9375
46,46,0.011506611887283887,0.9453125
10,10,0.011530124720617228,0.953125
45,45,0.011552089610277217,0.9609375
47,47,0.011590338249937208,0.96875
40,40,0.011596193510808844,0.9765625
48,48,0.011598428193610568,0.984375
44,44,0.011643574943610586,0.9921875
43,43,0.011812551978478447,1.0
